lv_feeder_unique_id,avg_daily_consumption_per_device,std_daily_consumption_per_device,avg_total_consumption_daily,std_total_consumption_daily,avg_max_consumption_daily,std_max_consumption_daily,max_to_mean_ratio,std_to_mean_ratio,per_device_peak_ratio,max_to_min_ratio,weekday_weekend_ratio,mean_daily_time_at_peak,is_anomalous,anomaly_type,anomaly_intensity,anomaly_id
SSEN-400600301501,-0.8272998865648783,-0.37835952606623585,-0.5792324369406606,-0.4204144473772249,-0.5101965812848526,-0.41984091643154214,0.6636305581178864,0.8896117973110454,-0.5775465717998403,0.6215108744271779,-0.2861084227458289,0.16662436759079596,0,,,
SSEN-400600301502,-0.5834864128312912,-0.5017627141527863,1.2489185860031207,1.6138128494957737,1.4459958206779278,1.613710695342052,-0.43248558175199037,-0.28438350569780624,-0.5973334124482247,-0.45520998312546773,-0.10371603402713477,0.12185705583964361,1,flatline_consumption,10,SSEN-400600301502-flatline_consumption-10
SSEN-400600301503,-0.7183256032975122,-0.3002995505921517,-0.7059035878359946,-0.632523183557818,-0.6529251673196483,-0.6324743067111912,1.0407715521136147,0.9785199254439336,-0.4153749425424713,0.7595657157030477,-0.1932592833531191,0.15170193034041182,0,,,
SSEN-400600301504,-0.8558092018591442,-0.7669270083003025,0.9784022074167106,1.0436249405870883,1.0049823085759968,1.04402862740523,-0.723430150141597,-0.6676569875548493,-0.8749409914610982,-0.587941780528043,0.2345844935067086,0.18154680484118008,0,,,
SSEN-400600301505,-0.8488229569153063,-0.3368609024036624,-0.7611666419662149,-0.6566534773337682,-0.7025041497798272,-0.6561624982612733,1.271465353864238,1.275657774077006,-0.49792017098960817,1.1894526776706806,-0.6606713238028088,0.16662436759079596,0,,,
SSEN-401100228001,0.4137589254922318,0.05218674930384617,0.15106728748745088,0.09916772123857637,0.16486836361478016,0.09875962921477886,-0.44316953454872154,-0.5565542148930641,0.21595691974450565,-0.3772780794432061,-1.2719521570124506,0.1591631489656031,0,,,
SSEN-401100228002,-0.029173638292104603,0.045695198428709775,-0.3270767939295253,-0.22381649940307352,-0.26365084228483693,-0.2233166594853489,0.15873110214095348,0.19683611893455835,0.0374922286854523,-0.0829032050575683,-1.093511470391132,0.16662436759079596,0,,,
SSEN-401100228004,1.4514957915883886,0.29530896616209595,0.6266675279073822,0.2483154638324279,0.43059854568261946,0.24843689404200803,-1.1660029439631638,-1.2498815607039606,0.6944803010893269,-0.7393291103899396,2.1208933784331614,0.15170193034041182,0,,,
SSEN-401100228005,0.5515225236072159,-0.09110089020857376,1.608917472589292,1.3483432173625411,1.6186784177404028,1.3455935307912972,-0.8751067596901039,-1.2008508115169891,0.18326957861167156,-0.6897254286772192,-0.4473968831079484,-0.2959711871711036,0,,,
SSEN-460000307001,-0.6142109024867975,-0.14071180734528693,-0.6713430635017201,-0.5159026260794493,-0.552932130431794,-0.5154114795735197,1.3703576666832997,1.167826203621925,-0.22184469475060423,0.5353835251797705,-1.5957711949924465,0.1367794930900277,0,,,
SSEN-460000307003,-0.564079077080356,-0.07767482201486714,-0.5727689843038376,-0.32984462829931077,-0.4590304222892447,-0.32946473526607556,0.9838649389883481,1.2700078116611078,-0.2612396878932365,0.8742207201507629,-0.8352813433888128,0.17408558621598721,0,,,
SSEN-460000307004,-0.5086202923869506,-0.21098575767018976,-0.33006444831917886,-0.12075390605031437,-0.22785265084877906,-0.12103604897881405,0.3773515170725348,0.5593039448354712,-0.3402241398084379,0.22098217679510807,-1.1720544642979798,0.17408558621598721,0,,,
SSEN-460000307005,0.236820890078817,-0.25055032378913,1.920748496817534,1.7001136153695127,1.8082987243199606,1.7001769276563699,-1.1297641641920206,-1.0908341825077206,-0.142424754025495,-0.7918794161152307,0.1848978904517725,0.18900802346637133,0,,,
SSEN-460000307006,0.5336311424249535,0.45894041942288966,-0.34721675399576896,-0.25815955145911457,-0.2866735992227004,-0.257620752186022,0.18451614024790866,0.1477173150154685,0.5550675604351608,-0.2884222359563693,-0.5855626828729054,0.1591631489656031,0,,,
SSEN-460000640001,0.9699257384556547,0.25513852259219505,2.3758015634154197,2.3395302481147957,2.316634068812734,2.339054659058864,-1.0017583460755364,-0.890657061610219,0.4369627831014423,-0.511761216838445,2.9742274940213833,0.16682477222329,0,,,
SSEN-460000640003,0.3687398955042504,0.26934315566848477,-0.11835036330221076,-0.003851176420918668,-0.06094838374932105,-0.003462996634975706,-0.06801483258754966,-0.0010804685908632596,0.31500960669130534,-0.3014688771250762,0.8092310326006948,0.1591631489656031,0,,,
SSEN-460000667001,1.733882341780243,0.6895371239186001,0.9969322398670759,0.8664426092299204,0.9696654105845584,0.8669038184816414,-0.8503051217203952,-0.9013752048959636,1.0947783466701537,-0.4348991851499232,-1.4242056341023739,0.16662436759079596,0,,,
SSEN-460000667002,1.909134992119221,0.5706816733386482,1.658297735496076,1.2901396095863458,1.5645633402114048,1.2882778816315374,-1.060417244815748,-1.245064653885532,1.1157727040745227,-0.7847870398511393,0.09347149352581995,0.16662436759079596,0,,,
SSEN-460000702003,0.8278522627253101,0.15738680739477925,-0.9103897120691359,-1.1813972089926372,-1.0252616980123281,-1.1823544944979694,0.7625364160342423,0.09679827638758384,0.7169593641916383,0.197562906546207,-0.8007972491729741,-0.8923055663468191,0,,,
SSEN-460000702004,0.478689040036393,0.7646951469779025,-0.36773726696052306,-0.05732859923478623,-0.2540918889446752,-0.05723966391892411,0.48917157560343494,0.9545096045104128,0.6221971298400476,0.5777585677405113,-0.4330004362246969,0.1591631489656031,0,,,
SSEN-460001515001,-0.32567107203296497,-0.35998821625831157,-0.1830999789049397,-0.2185468184681611,-0.2312673240946716,-0.2184101781455409,-0.5045439026812082,-0.38266700686477184,-0.4136801250510238,-0.43499460846658805,-0.47787013777526355,0.16662436759079596,0,,,
SSEN-460001515002,-0.8450500472952843,-0.6544088553545334,-0.745659447351094,-0.8707670991026869,-0.80723859351506,-0.8702643382045969,0.027644171370529977,-0.1783848202967631,-0.7273353178482758,-0.23471992670065892,0.6081896284630796,0.1367794930900277,0,,,
SSEN-460001515003,-0.24923649171149295,0.0685366614136752,-0.49769515105097856,-0.31583470773555966,-0.4164180649935014,-0.31617729334399597,0.6060285872074762,0.7025362329062058,-0.04814789525696532,0.12607309004670003,-0.30669479395710775,-0.00498366078861896,0,,,
SSEN-460001515004,-1.0008157841508218,-0.6621702216998739,-0.8733063696299956,-0.9709769495085179,-0.9297843295167643,-0.9704890713570186,0.5370826868389,0.3134661428692404,-0.7823186896006764,-0.02914982958301767,0.4624640865075349,0.08455096271368412,0,,,
SSEN-460001515005,-0.8193156795511497,-0.7498153866038162,-0.2971556223779583,-0.4458661801800017,-0.3719766030258429,-0.44548166458791233,-0.5479760689386916,-0.6845497753695345,-0.8197237783635579,-0.5082869761377917,-0.13657465221287907,0.16662436759079596,0,,,
SSEN-460200307001,-0.5024721213627786,-0.04490026875726969,-0.8292217631828652,-0.7848372106658547,-0.8210445246917447,-0.7845417598707269,1.0000053212279554,1.1586413956355284,-0.19218280776428928,0.7232603785194344,0.4229216116252296,0.1215629414125104,0,,,
SSEN-460200307002,-0.3474409679826525,-0.02577876650733353,-0.11227674987945199,0.27807385692458547,0.001062883416674012,0.2784492891347472,0.10906847253912395,0.6972630393352731,-0.2501858970015117,0.4140887764783929,-1.2114943022503122,0.17408558621598721,0,,,
