lv_feeder_unique_id,avg_daily_consumption_per_device,std_daily_consumption_per_device,avg_total_consumption_daily,std_total_consumption_daily,avg_max_consumption_daily,std_max_consumption_daily,max_to_mean_ratio,std_to_mean_ratio,per_device_peak_ratio,max_to_min_ratio,weekday_weekend_ratio,mean_daily_time_at_peak,is_anomalous,anomaly_type,anomaly_intensity,anomaly_id
SSEN-400600301501,-0.8275778793266869,-0.3794267216075043,-0.5793548383106711,-0.42130210485812886,-0.5106397257223959,-0.4207288038534579,0.6619996897473541,0.8869741620062895,-0.5782583904452205,0.6203942625685651,-0.28179453343178434,0.1616423446271551,0,,,
SSEN-400600301502,-0.5812611336824748,-0.49215627793705424,1.252328590226682,1.640536032814735,1.4582283795767021,1.6404364819408124,-0.41596046413471044,-0.25587359561349504,-0.5915802203140853,-0.4461176872477772,-0.139802926069533,0.18402065827164266,1,unmetered_load,0.2,SSEN-400600301502-unmetered_load-0.2
SSEN-400600301503,-0.7186068042287186,-0.3013804521108342,-0.7060222425292292,-0.633347438969609,-0.6533511793685451,-0.6332986974379539,1.039046112086902,0.9758403145691099,-0.41610273743487874,0.7584058422455755,-0.1889686819717537,0.14672346886416288,0,,,
SSEN-400600301504,-0.8560863553154752,-0.7679259781330307,0.978233734360242,1.0422996626284446,1.004357290035085,1.0427035984880546,-0.7247131999761129,-0.6695594004860705,-0.8756235124621572,-0.5886793918741444,0.23876778536277432,0.17656122039014735,0,,,
SSEN-400600301505,-0.8491003160445406,-0.3379353843832775,-0.7612836620899361,-0.6574705198858664,-0.7029242106284788,-0.6569798152077817,1.2696820651940481,1.2728378775967293,-0.4986398339851689,1.1881580925498456,-0.656263488592432,0.1616423446271551,0,,,
SSEN-401100228001,0.4134443963405311,0.05104395730626227,0.15092328532675037,0.09812475386729365,0.16434418793241776,0.09771687702440007,-0.4445228623721087,-0.5585090819959849,0.2151669295480604,-0.3780817054864116,-1.267391003559331,0.15418290674565818,0,,,
SSEN-401100228002,-0.029475127645296913,0.04455354623483596,-0.3272066535541179,-0.2247629225760909,-0.2641235807759405,-0.22426323308452556,0.15722684206418047,0.1945255589449519,0.03671981983787203,-0.0837990779760901,-1.088995072492285,0.1616423446271551,0,,,
SSEN-401100228004,1.4511507117823783,0.2941234861212107,0.6265094584522521,0.24722791425461166,0.43004247314707034,0.24734944514786347,-1.1671750145014523,-1.2515090920368594,0.6936431694305704,-0.7400192821976925,2.1246035562182555,0.14672346886416288,0,,,
SSEN-401100228005,0.5512039387375389,-0.0922185233825874,1.60873035016488,1.3469268551346116,1.617979734346884,1.3441784484036203,-0.8763517751862764,-1.2025014913931213,0.18248280859029017,-0.69043114455833,-0.44304254027078654,-0.30084280402559593,0,,,
SSEN-460000307001,-0.6144951685227882,-0.14182072970296178,-0.6714627404254545,-0.5167617408976862,-0.5533701451188272,-0.5162708276634639,1.3685495798342966,1.1650572169036246,-0.22259155516674164,0.5342939026451072,-1.5911288229517768,0.13180459310117065,0,,,
SSEN-460000307003,-0.5643648189818747,-0.07879481257352387,-0.5728915768497214,-0.3307593582810093,-0.4594797084433552,-0.3303796108708774,0.9821537688308262,1.2671905826579024,-0.2619826673337374,0.8730249177916759,-0.8308297134119165,0.16910178250865043,0,,,
SSEN-460000307004,-0.5089076669780412,-0.2120823411413853,-0.3301942195749894,-0.12173113597737877,-0.2283296863664669,-0.12201316566784513,0.37579243586773764,0.5568222554571048,-0.3409593381399935,0.21999107673809928,-1.1675183666586024,0.16910178250865043,0,,,
SSEN-460000307005,0.23651156992848332,-0.25163996040892916,1.920552151061304,1.6985921043792642,1.8075772799023342,1.698655959387706,-1.1309453219456356,-1.0925368037621792,-0.1431794384525134,-0.7925531204798629,0.18909364444022378,0.18402065827164266,0,,,
SSEN-460000307006,0.5333130842720382,0.4577262085376888,-0.3473460179210242,-0.2590957090457201,-0.287143574183172,-0.25855708187894344,0.1830054143299853,0.1454299451417583,0.5542441629442955,-0.2892537063389817,-0.5811736860167129,0.15418290674565818,0,,,
SSEN-460000640001,0.969594835923961,0.25396008568992534,2.375591758108657,2.3378175981016507,2.315851606494443,2.33734289973823,-1.0029716024936106,-0.8924542108218343,0.4361510206364222,-0.5125227005309037,2.977723643032849,0.1618427014297565,0,,,
SSEN-460000640003,0.3684266916989525,0.2681622347734358,-0.11848639663300727,-0.004863350099367112,-0.06144545357723469,-0.004475223050908859,-0.06946223398568283,-0.0032975876121175184,0.3142098583750052,-0.3022962591428657,0.8132701946349413,0.15418290674565818,0,,,
SSEN-460000667001,1.7335289486010084,0.6882824242527615,0.9967632187296769,0.8651702933822234,0.9690446312982977,0.8656316826683269,-0.8515563564608719,-0.9031672740868086,1.0939017798741297,-0.43568475473717333,-1.41960629323311,0.1616423446271551,0,,,
SSEN-460000667002,1.9087764395558378,0.5694478426278825,1.658109152503232,1.2887406451762964,1.5638711525071212,1.2868799148732426,-1.0616157919625102,-1.2466944593908142,1.1148940690311633,-0.7854629667204955,0.0976901786021697,0.1616423446271551,0,,,
SSEN-460000702003,0.8275255427930647,0.15622622393710053,-0.9105023184758646,-1.1820567894595995,-1.02564301674275,-1.1830140704155807,0.7608807460883362,0.09453627596913387,0.7161200180205981,0.19657914527620293,-0.7963542683151742,-0.8970348581013866,0,,,
SSEN-460000702004,0.4783725993620814,0.7634272508671474,-0.36786592393045486,-0.05832478781371312,-0.254565774842253,-0.05823583151810947,0.48758445446583315,0.951841329459769,0.6213671191173331,0.5766556663372768,-0.42864970422860516,0.15418290674565818,0,,,
SSEN-460001515001,-0.32596383259285927,-0.3610586374828545,-0.18323409707289676,-0.21949481681757574,-0.2317439497329458,-0.21935821692076285,-0.5058818403037586,-0.38470397011387913,-0.41440808690742503,-0.4357801481514805,-0.4735081517966806,0.1616423446271551,0,,,
SSEN-460001515002,-0.845327517497818,-0.6554275814228173,-0.7457769261463084,-0.8715201402992071,-0.8076460825920392,-0.871017719946739,0.026172782576232144,-0.18051822985978755,-0.7280323801394176,-0.2355682255243414,0.6122792146446676,0.13180459310117065,0,,,
SSEN-460001515003,-0.24953150248193384,0.06739099865518265,-0.49781996412920554,-0.31675362546533403,-0.4168724661108202,-0.31709613685171273,0.6044121630736484,0.6999869202737,-0.0489118673158064,0.12511173120558114,-0.3023757412777373,-0.009924726647253105,0,,,
SSEN-460001515004,-1.0010886686579492,-0.6631851421741171,-0.8734200728870877,-0.9716978471938253,-0.9301771088482433,-0.9712103345964782,0.5354835515389264,0.31110529601858466,-0.7830103352358131,-0.030062546944991306,0.46659022280291934,0.07958852793069866,0,,,
SSEN-460001515005,-0.8195939073655583,-0.7508173609404412,-0.2972863670103665,-0.44674622980584394,-0.3724363386624728,-0.4463618951560903,-0.5493031155365062,-0.6864442128274962,-0.8204117390573711,-0.5090495485367827,-0.13229826817248821,0.1616423446271551,0,,,
SSEN-460200307001,-0.502759676954134,-0.046026003822630036,-0.8293367703735678,-0.7856159283423766,-0.8214503565773712,-0.7853207310500251,0.9982901037175758,1.155876765097078,-0.19293259030457352,0.7221118818953943,0.42705766575613796,0.11659167310633613,0,,,
SSEN-460200307002,-0.34773308764350264,-0.02690786911298165,-0.11241296285546525,0.27697741217474803,0.0005583700824588923,0.2773528779233504,0.10757666583444919,0.6947162162986104,-0.25092996540001766,0.4130371635108957,-1.2069483125182656,0.16910178250865043,0,,,
